Variables;result
y_plant3_pipe5_d4;0
x_plant3_pipe6_d1;317,263731431967
y_plant3_pipe6_d1;0,898764111705288
x_plant3_pipe6_d3;0
y_plant3_pipe6_d3;0
x_plant3_pipe6_d4;206,116268568033
y_plant3_pipe6_d4;0,101235888294712
x_plant3_pipe7_d1;0
y_plant3_pipe7_d1;1
x_plant3_pipe7_d3;0
y_plant3_pipe7_d3;0
x_plant3_pipe7_d4;0
y_plant3_pipe7_d4;0
x_plant3_pipe8_d1;0
y_plant3_pipe8_d1;1
x_plant3_pipe8_d3;0
y_plant3_pipe8_d3;0
x_plant3_pipe8_d4;0
y_plant3_pipe8_d4;0
x_plant3_pipe9_d1;0
y_plant3_pipe9_d1;1
x_plant3_pipe9_d3;0
y_plant3_pipe9_d3;0
x_plant3_pipe9_d4;0
y_plant3_pipe9_d4;0
x_plant3_pipe10_d1;0
y_plant3_pipe10_d1;1
x_plant3_pipe10_d3;0
y_plant3_pipe10_d3;0
x_plant3_pipe10_d4;0
y_plant3_pipe10_d4;0
x_plant3_pipe11_d1;0
y_plant3_pipe11_d1;1
x_plant3_pipe11_d3;0
y_plant3_pipe11_d3;0
x_plant3_pipe11_d4;0
y_plant3_pipe11_d4;0
x_plant3_pipe12_d1;0
y_plant3_pipe12_d1;1
x_plant3_pipe12_d3;0
y_plant3_pipe12_d3;0
x_plant3_pipe12_d4;0
y_plant3_pipe12_d4;0
x_plant3_pipe13_d1;0
y_plant3_pipe13_d1;1
x_plant3_pipe13_d3;0
y_plant3_pipe13_d3;0
x_plant3_pipe13_d4;0
y_plant3_pipe13_d4;0
x_plant3_pipe14_d1;0
y_plant3_pipe14_d1;1
x_plant3_pipe14_d3;0
y_plant3_pipe14_d3;0
x_plant3_pipe14_d4;0
y_plant3_pipe14_d4;0
x_plant4_pipe1_d1;0
y_plant4_pipe1_d1;1
x_plant4_pipe1_d3;0
y_plant4_pipe1_d3;0
x_plant4_pipe1_d4;0
y_plant4_pipe1_d4;0
x_plant4_pipe2_d1;0
y_plant4_pipe2_d1;1
x_plant4_pipe2_d3;0
y_plant4_pipe2_d3;0
x_plant4_pipe2_d4;0
y_plant4_pipe2_d4;0
x_plant4_pipe3_d1;0
y_plant4_pipe3_d1;1
x_plant4_pipe3_d3;0
y_plant4_pipe3_d3;0
x_plant4_pipe3_d4;0
y_plant4_pipe3_d4;0
x_plant4_pipe4_d1;317,263731431967
y_plant4_pipe4_d1;0,898764111705288
x_plant4_pipe4_d3;0
y_plant4_pipe4_d3;0
x_plant4_pipe4_d4;206,116268568033
y_plant4_pipe4_d4;0,101235888294712
x_plant4_pipe5_d1;0
y_plant4_pipe5_d1;1
x_plant4_pipe5_d3;0
y_plant4_pipe5_d3;0
x_plant4_pipe5_d4;0
y_plant4_pipe5_d4;0
x_plant4_pipe6_d1;0
y_plant4_pipe6_d1;1
x_plant4_pipe6_d3;0
y_plant4_pipe6_d3;0
x_plant4_pipe6_d4;0
y_plant4_pipe6_d4;0
x_plant4_pipe7_d1;0
y_plant4_pipe7_d1;1
x_plant4_pipe7_d3;0
y_plant4_pipe7_d3;0
x_plant4_pipe7_d4;0
y_plant4_pipe7_d4;0
x_plant4_pipe8_d1;0
y_plant4_pipe8_d1;1
x_plant4_pipe8_d3;0
y_plant4_pipe8_d3;0
x_plant4_pipe8_d4;0
y_plant4_pipe8_d4;0
x_plant4_pipe9_d1;0
y_plant4_pipe9_d1;1
x_plant4_pipe9_d3;0
y_plant4_pipe9_d3;0
x_plant4_pipe9_d4;0
y_plant4_pipe9_d4;0
x_plant4_pipe10_d1;0
y_plant4_pipe10_d1;1
x_plant4_pipe10_d3;0
y_plant4_pipe10_d3;0
x_plant4_pipe10_d4;0
y_plant4_pipe10_d4;0
x_plant4_pipe11_d1;0
y_plant4_pipe11_d1;1
x_plant4_pipe11_d3;0
y_plant4_pipe11_d3;0
x_plant4_pipe11_d4;0
y_plant4_pipe11_d4;0
x_plant4_pipe12_d1;0
y_plant4_pipe12_d1;1
x_plant4_pipe12_d3;0
y_plant4_pipe12_d3;0
x_plant4_pipe12_d4;0
y_plant4_pipe12_d4;0
x_plant4_pipe13_d1;0
y_plant4_pipe13_d1;1
x_plant4_pipe13_d3;0
y_plant4_pipe13_d3;0
x_plant4_pipe13_d4;0
y_plant4_pipe13_d4;0
x_plant4_pipe14_d1;0
y_plant4_pipe14_d1;1
x_plant4_pipe14_d3;0
y_plant4_pipe14_d3;0
x_plant4_pipe14_d4;0
y_plant4_pipe14_d4;0
x_pipe1_transbord_client1_d1;0
y_pipe1_transbord_client1_d1;1
x_pipe1_transbord_client1_d3;0
y_pipe1_transbord_client1_d3;0
x_pipe1_transbord_client1_d4;0
y_pipe1_transbord_client1_d4;0
x_pipe1_transbord_client2_d1;237,39
y_pipe1_transbord_client2_d1;1
x_pipe1_transbord_client2_d3;0
y_pipe1_transbord_client2_d3;0
x_pipe1_transbord_client2_d4;0
y_pipe1_transbord_client2_d4;0
x_pipe1_transbord_client3_d1;0
y_pipe1_transbord_client3_d1;1
x_pipe1_transbord_client3_d3;0
y_pipe1_transbord_client3_d3;0
x_pipe1_transbord_client3_d4;0
y_pipe1_transbord_client3_d4;0
x_pipe1_transbord_client4_d1;0
y_pipe1_transbord_client4_d1;1
x_pipe1_transbord_client4_d3;0
y_pipe1_transbord_client4_d3;0
x_pipe1_transbord_client4_d4;0
y_pipe1_transbord_client4_d4;0
x_pipe1_transbord_client5_d1;0
y_pipe1_transbord_client5_d1;1
x_pipe1_transbord_client5_d3;0
y_pipe1_transbord_client5_d3;0
x_pipe1_transbord_client5_d4;0
y_pipe1_transbord_client5_d4;0
x_pipe1_transbord_client6_d1;115,61
y_pipe1_transbord_client6_d1;1
x_pipe1_transbord_client6_d3;0
y_pipe1_transbord_client6_d3;0
x_pipe1_transbord_client6_d4;0
y_pipe1_transbord_client6_d4;0
x_pipe1_transbord_client7_d1;0
y_pipe1_transbord_client7_d1;1
x_pipe1_transbord_client7_d3;0
y_pipe1_transbord_client7_d3;0
x_pipe1_transbord_client7_d4;0
y_pipe1_transbord_client7_d4;0
x_pipe1_transbord_client8_d1;0
y_pipe1_transbord_client8_d1;1
x_pipe1_transbord_client8_d3;0
y_pipe1_transbord_client8_d3;0
x_pipe1_transbord_client8_d4;0
y_pipe1_transbord_client8_d4;0
x_pipe1_transbord_client9_d1;0
y_pipe1_transbord_client9_d1;1
x_pipe1_transbord_client9_d3;0
y_pipe1_transbord_client9_d3;0
x_pipe1_transbord_client9_d4;0
y_pipe1_transbord_client9_d4;0
x_pipe1_transbord_client10_d1;0
y_pipe1_transbord_client10_d1;1
x_pipe1_transbord_client10_d3;0
y_pipe1_transbord_client10_d3;0
x_pipe1_transbord_client10_d4;0
y_pipe1_transbord_client10_d4;0
x_pipe2_transbord_client1_d1;0
y_pipe2_transbord_client1_d1;1
x_pipe2_transbord_client1_d3;0
y_pipe2_transbord_client1_d3;0
x_pipe2_transbord_client1_d4;0
y_pipe2_transbord_client1_d4;0
x_pipe2_transbord_client2_d1;0
y_pipe2_transbord_client2_d1;1
x_pipe2_transbord_client2_d3;0
y_pipe2_transbord_client2_d3;0
x_pipe2_transbord_client2_d4;0
y_pipe2_transbord_client2_d4;0
x_pipe2_transbord_client3_d1;211,35
y_pipe2_transbord_client3_d1;1
x_pipe2_transbord_client3_d3;0
y_pipe2_transbord_client3_d3;0
x_pipe2_transbord_client3_d4;0
y_pipe2_transbord_client3_d4;0
x_pipe2_transbord_client4_d1;0
y_pipe2_transbord_client4_d1;1
x_pipe2_transbord_client4_d3;0
y_pipe2_transbord_client4_d3;0
x_pipe2_transbord_client4_d4;0
y_pipe2_transbord_client4_d4;0
x_pipe2_transbord_client5_d1;0
y_pipe2_transbord_client5_d1;1
x_pipe2_transbord_client5_d3;0
y_pipe2_transbord_client5_d3;0
x_pipe2_transbord_client5_d4;0
y_pipe2_transbord_client5_d4;0
x_pipe2_transbord_client6_d1;0
y_pipe2_transbord_client6_d1;1
x_pipe2_transbord_client6_d3;0
y_pipe2_transbord_client6_d3;0
x_pipe2_transbord_client6_d4;0
y_pipe2_transbord_client6_d4;0
x_pipe2_transbord_client7_d1;0
y_pipe2_transbord_client7_d1;1
x_pipe2_transbord_client7_d3;0
y_pipe2_transbord_client7_d3;0
x_pipe2_transbord_client7_d4;0
y_pipe2_transbord_client7_d4;0
x_pipe2_transbord_client8_d1;0
y_pipe2_transbord_client8_d1;1
x_pipe2_transbord_client8_d3;0
y_pipe2_transbord_client8_d3;0
x_pipe2_transbord_client8_d4;0
y_pipe2_transbord_client8_d4;0
x_pipe2_transbord_client9_d1;0
y_pipe2_transbord_client9_d1;1
x_pipe2_transbord_client9_d3;0
y_pipe2_transbord_client9_d3;0
x_pipe2_transbord_client9_d4;0
y_pipe2_transbord_client9_d4;0
x_pipe2_transbord_client10_d1;0
y_pipe2_transbord_client10_d1;1
x_pipe2_transbord_client10_d3;0
y_pipe2_transbord_client10_d3;0
x_pipe2_transbord_client10_d4;0
y_pipe2_transbord_client10_d4;0
x_pipe3_transbord_client1_d1;0
y_pipe3_transbord_client1_d1;1
x_pipe3_transbord_client1_d3;0
y_pipe3_transbord_client1_d3;0
x_pipe3_transbord_client1_d4;0
y_pipe3_transbord_client1_d4;0
x_pipe3_transbord_client2_d1;0
y_pipe3_transbord_client2_d1;1
x_pipe3_transbord_client2_d3;0
y_pipe3_transbord_client2_d3;0
x_pipe3_transbord_client2_d4;0
y_pipe3_transbord_client2_d4;0
x_pipe3_transbord_client3_d1;0
y_pipe3_transbord_client3_d1;1
x_pipe3_transbord_client3_d3;0
y_pipe3_transbord_client3_d3;0
x_pipe3_transbord_client3_d4;0
y_pipe3_transbord_client3_d4;0
x_pipe3_transbord_client4_d1;0
y_pipe3_transbord_client4_d1;1
x_pipe3_transbord_client4_d3;0
y_pipe3_transbord_client4_d3;0
x_pipe3_transbord_client4_d4;0
y_pipe3_transbord_client4_d4;0
x_pipe3_transbord_client5_d1;0
y_pipe3_transbord_client5_d1;1
x_pipe3_transbord_client5_d3;0
y_pipe3_transbord_client5_d3;0
x_pipe3_transbord_client5_d4;0
y_pipe3_transbord_client5_d4;0
x_pipe3_transbord_client6_d1;0
y_pipe3_transbord_client6_d1;1
x_pipe3_transbord_client6_d3;0
y_pipe3_transbord_client6_d3;0
x_pipe3_transbord_client6_d4;0
y_pipe3_transbord_client6_d4;0
x_pipe3_transbord_client7_d1;0
y_pipe3_transbord_client7_d1;1
x_pipe3_transbord_client7_d3;0
y_pipe3_transbord_client7_d3;0
x_pipe3_transbord_client7_d4;0
y_pipe3_transbord_client7_d4;0
x_pipe3_transbord_client8_d1;0
y_pipe3_transbord_client8_d1;1
x_pipe3_transbord_client8_d3;0
y_pipe3_transbord_client8_d3;0
x_pipe3_transbord_client8_d4;0
y_pipe3_transbord_client8_d4;0
x_pipe3_transbord_client9_d1;0
y_pipe3_transbord_client9_d1;1
x_pipe3_transbord_client9_d3;0
y_pipe3_transbord_client9_d3;0
x_pipe3_transbord_client9_d4;0
y_pipe3_transbord_client9_d4;0
x_pipe3_transbord_client10_d1;0
y_pipe3_transbord_client10_d1;1
x_pipe3_transbord_client10_d3;0
y_pipe3_transbord_client10_d3;0
x_pipe3_transbord_client10_d4;0
y_pipe3_transbord_client10_d4;0
x_pipe4_transbord_client1_d1;0
y_pipe4_transbord_client1_d1;1
x_pipe4_transbord_client1_d3;0
y_pipe4_transbord_client1_d3;0
x_pipe4_transbord_client1_d4;0
y_pipe4_transbord_client1_d4;0
x_pipe4_transbord_client2_d1;0
y_pipe4_transbord_client2_d1;1
x_pipe4_transbord_client2_d3;0
y_pipe4_transbord_client2_d3;0
x_pipe4_transbord_client2_d4;0
y_pipe4_transbord_client2_d4;0
x_pipe4_transbord_client3_d1;0
y_pipe4_transbord_client3_d1;1
x_pipe4_transbord_client3_d3;0
y_pipe4_transbord_client3_d3;0
x_pipe4_transbord_client3_d4;0
y_pipe4_transbord_client3_d4;0
x_pipe4_transbord_client4_d1;0
y_pipe4_transbord_client4_d1;1
x_pipe4_transbord_client4_d3;0
y_pipe4_transbord_client4_d3;0
x_pipe4_transbord_client4_d4;0
y_pipe4_transbord_client4_d4;0
x_pipe4_transbord_client5_d1;0
y_pipe4_transbord_client5_d1;1
x_pipe4_transbord_client5_d3;0
y_pipe4_transbord_client5_d3;0
x_pipe4_transbord_client5_d4;0
y_pipe4_transbord_client5_d4;0
x_pipe4_transbord_client6_d1;324,627860962567
y_pipe4_transbord_client6_d1;0,919625668449198
x_pipe4_transbord_client6_d3;0
y_pipe4_transbord_client6_d3;0
x_pipe4_transbord_client6_d4;163,642139037433
y_pipe4_transbord_client6_d4;0,080374331550802
x_pipe4_transbord_client7_d1;0
y_pipe4_transbord_client7_d1;1
x_pipe4_transbord_client7_d3;0
y_pipe4_transbord_client7_d3;0
x_pipe4_transbord_client7_d4;0
y_pipe4_transbord_client7_d4;0
x_pipe4_transbord_client8_d1;0
y_pipe4_transbord_client8_d1;1
x_pipe4_transbord_client8_d3;0
y_pipe4_transbord_client8_d3;0
x_pipe4_transbord_client8_d4;0
y_pipe4_transbord_client8_d4;0
x_pipe4_transbord_client9_d1;0
y_pipe4_transbord_client9_d1;1
x_pipe4_transbord_client9_d3;0
y_pipe4_transbord_client9_d3;0
x_pipe4_transbord_client9_d4;0
y_pipe4_transbord_client9_d4;0
x_pipe4_transbord_client10_d1;148,79
y_pipe4_transbord_client10_d1;1
x_pipe4_transbord_client10_d3;0
y_pipe4_transbord_client10_d3;0
x_pipe4_transbord_client10_d4;0
y_pipe4_transbord_client10_d4;0
x_pipe5_transbord_client1_d1;0
y_pipe5_transbord_client1_d1;1
x_pipe5_transbord_client1_d3;0
y_pipe5_transbord_client1_d3;0
x_pipe5_transbord_client1_d4;0
y_pipe5_transbord_client1_d4;0
x_pipe5_transbord_client2_d1;0
y_pipe5_transbord_client2_d1;1
x_pipe5_transbord_client2_d3;0
y_pipe5_transbord_client2_d3;0
x_pipe5_transbord_client2_d4;0
y_pipe5_transbord_client2_d4;0
x_pipe5_transbord_client3_d1;0
y_pipe5_transbord_client3_d1;1
x_pipe5_transbord_client3_d3;0
y_pipe5_transbord_client3_d3;0
x_pipe5_transbord_client3_d4;0
y_pipe5_transbord_client3_d4;0
x_pipe5_transbord_client4_d1;0
y_pipe5_transbord_client4_d1;1
x_pipe5_transbord_client4_d3;0
y_pipe5_transbord_client4_d3;0
x_pipe5_transbord_client4_d4;0
y_pipe5_transbord_client4_d4;0
x_pipe5_transbord_client5_d1;0
y_pipe5_transbord_client5_d1;1
x_pipe5_transbord_client5_d3;0
y_pipe5_transbord_client5_d3;0
x_pipe5_transbord_client5_d4;0
y_pipe5_transbord_client5_d4;0
x_pipe5_transbord_client6_d1;0
y_pipe5_transbord_client6_d1;1
x_pipe5_transbord_client6_d3;0
y_pipe5_transbord_client6_d3;0
x_pipe5_transbord_client6_d4;0
y_pipe5_transbord_client6_d4;0
x_pipe5_transbord_client7_d1;0
y_pipe5_transbord_client7_d1;1
x_pipe5_transbord_client7_d3;0
y_pipe5_transbord_client7_d3;0
x_pipe5_transbord_client7_d4;0
y_pipe5_transbord_client7_d4;0
x_pipe5_transbord_client8_d1;0
y_pipe5_transbord_client8_d1;1
x_pipe5_transbord_client8_d3;0
y_pipe5_transbord_client8_d3;0
x_pipe5_transbord_client8_d4;0
y_pipe5_transbord_client8_d4;0
x_pipe5_transbord_client9_d1;0
y_pipe5_transbord_client9_d1;1
x_pipe5_transbord_client9_d3;0
y_pipe5_transbord_client9_d3;0
x_pipe5_transbord_client9_d4;0
y_pipe5_transbord_client9_d4;0
x_pipe5_transbord_client10_d1;0
y_pipe5_transbord_client10_d1;1
x_pipe5_transbord_client10_d3;0
y_pipe5_transbord_client10_d3;0
x_pipe5_transbord_client10_d4;0
y_pipe5_transbord_client10_d4;0
x_pipe6_transbord_client1_d1;118,9
y_pipe6_transbord_client1_d1;1
x_pipe6_transbord_client1_d3;0
y_pipe6_transbord_client1_d3;0
x_pipe6_transbord_client1_d4;0
y_pipe6_transbord_client1_d4;0
x_pipe6_transbord_client2_d1;0
y_pipe6_transbord_client2_d1;1
x_pipe6_transbord_client2_d3;0
y_pipe6_transbord_client2_d3;0
x_pipe6_transbord_client2_d4;0
y_pipe6_transbord_client2_d4;0
x_pipe6_transbord_client3_d1;0
y_pipe6_transbord_client3_d1;1
x_pipe6_transbord_client3_d3;0
y_pipe6_transbord_client3_d3;0
x_pipe6_transbord_client3_d4;0
y_pipe6_transbord_client3_d4;0
x_pipe6_transbord_client4_d1;107,27
y_pipe6_transbord_client4_d1;1
x_pipe6_transbord_client4_d3;0
y_pipe6_transbord_client4_d3;0
x_pipe6_transbord_client4_d4;0
y_pipe6_transbord_client4_d4;0
x_pipe6_transbord_client5_d1;151,34
y_pipe6_transbord_client5_d1;1
x_pipe6_transbord_client5_d3;0
y_pipe6_transbord_client5_d3;0
x_pipe6_transbord_client5_d4;0
y_pipe6_transbord_client5_d4;0
x_pipe6_transbord_client6_d1;0
y_pipe6_transbord_client6_d1;1
x_pipe6_transbord_client6_d3;0
y_pipe6_transbord_client6_d3;0
x_pipe6_transbord_client6_d4;0
y_pipe6_transbord_client6_d4;0
x_pipe6_transbord_client7_d1;145,87
y_pipe6_transbord_client7_d1;1
x_pipe6_transbord_client7_d3;0
y_pipe6_transbord_client7_d3;0
x_pipe6_transbord_client7_d4;0
y_pipe6_transbord_client7_d4;0
x_pipe6_transbord_client8_d1;0
y_pipe6_transbord_client8_d1;1
x_pipe6_transbord_client8_d3;0
y_pipe6_transbord_client8_d3;0
x_pipe6_transbord_client8_d4;0
y_pipe6_transbord_client8_d4;0
x_pipe6_transbord_client9_d1;0
y_pipe6_transbord_client9_d1;1
x_pipe6_transbord_client9_d3;0
y_pipe6_transbord_client9_d3;0
x_pipe6_transbord_client9_d4;0
y_pipe6_transbord_client9_d4;0
x_pipe6_transbord_client10_d1;0
y_pipe6_transbord_client10_d1;1
x_pipe6_transbord_client10_d3;0
y_pipe6_transbord_client10_d3;0
x_pipe6_transbord_client10_d4;0
y_pipe6_transbord_client10_d4;0
x_pipe7_transbord_client1_d1;0
y_pipe7_transbord_client1_d1;1
x_pipe7_transbord_client1_d3;0
y_pipe7_transbord_client1_d3;0
x_pipe7_transbord_client1_d4;0
y_pipe7_transbord_client1_d4;0
x_pipe7_transbord_client2_d1;0
y_pipe7_transbord_client2_d1;1
x_pipe7_transbord_client2_d3;0
y_pipe7_transbord_client2_d3;0
x_pipe7_transbord_client2_d4;0
y_pipe7_transbord_client2_d4;0
x_pipe7_transbord_client3_d1;0
y_pipe7_transbord_client3_d1;1
x_pipe7_transbord_client3_d3;0
y_pipe7_transbord_client3_d3;0
x_pipe7_transbord_client3_d4;0
y_pipe7_transbord_client3_d4;0
x_pipe7_transbord_client4_d1;0
y_pipe7_transbord_client4_d1;1
x_pipe7_transbord_client4_d3;0
y_pipe7_transbord_client4_d3;0
x_pipe7_transbord_client4_d4;0
y_pipe7_transbord_client4_d4;0
x_pipe7_transbord_client5_d1;0
y_pipe7_transbord_client5_d1;1
x_pipe7_transbord_client5_d3;0
y_pipe7_transbord_client5_d3;0
x_pipe7_transbord_client5_d4;0
y_pipe7_transbord_client5_d4;0
x_pipe7_transbord_client6_d1;0
y_pipe7_transbord_client6_d1;1
x_pipe7_transbord_client6_d3;0
y_pipe7_transbord_client6_d3;0
x_pipe7_transbord_client6_d4;0
y_pipe7_transbord_client6_d4;0
x_pipe7_transbord_client7_d1;0
y_pipe7_transbord_client7_d1;1
x_pipe7_transbord_client7_d3;0
y_pipe7_transbord_client7_d3;0
x_pipe7_transbord_client7_d4;0
y_pipe7_transbord_client7_d4;0
x_pipe7_transbord_client8_d1;0
y_pipe7_transbord_client8_d1;1
x_pipe7_transbord_client8_d3;0
y_pipe7_transbord_client8_d3;0
x_pipe7_transbord_client8_d4;0
y_pipe7_transbord_client8_d4;0
x_pipe7_transbord_client9_d1;0
y_pipe7_transbord_client9_d1;1
x_pipe7_transbord_client9_d3;0
y_pipe7_transbord_client9_d3;0
x_pipe7_transbord_client9_d4;0
y_pipe7_transbord_client9_d4;0
x_pipe7_transbord_client10_d1;0
y_pipe7_transbord_client10_d1;1
x_pipe7_transbord_client10_d3;0
y_pipe7_transbord_client10_d3;0
x_pipe7_transbord_client10_d4;0
y_pipe7_transbord_client10_d4;0
x_pipe8_transbord_client1_d1;14,6700000000001
y_pipe8_transbord_client1_d1;1
x_pipe8_transbord_client1_d3;0
y_pipe8_transbord_client1_d3;0
x_pipe8_transbord_client1_d4;0
y_pipe8_transbord_client1_d4;0
x_pipe8_transbord_client2_d1;0
y_pipe8_transbord_client2_d1;1
x_pipe8_transbord_client2_d3;0
y_pipe8_transbord_client2_d3;0
x_pipe8_transbord_client2_d4;0
y_pipe8_transbord_client2_d4;0
x_pipe8_transbord_client3_d1;0
y_pipe8_transbord_client3_d1;1
x_pipe8_transbord_client3_d3;0
y_pipe8_transbord_client3_d3;0
x_pipe8_transbord_client3_d4;0
y_pipe8_transbord_client3_d4;0
x_pipe8_transbord_client4_d1;0
y_pipe8_transbord_client4_d1;1
x_pipe8_transbord_client4_d3;0
y_pipe8_transbord_client4_d3;0
x_pipe8_transbord_client4_d4;0
y_pipe8_transbord_client4_d4;0
x_pipe8_transbord_client5_d1;0
y_pipe8_transbord_client5_d1;1
x_pipe8_transbord_client5_d3;0
