Variables;result
y_pipe4_transbord_client13_d4;0
x_pipe4_transbord_client14_d1;0
y_pipe4_transbord_client14_d1;1
x_pipe4_transbord_client14_d3;0
y_pipe4_transbord_client14_d3;0
x_pipe4_transbord_client14_d4;0
y_pipe4_transbord_client14_d4;0
x_pipe4_transbord_client15_d1;0
y_pipe4_transbord_client15_d1;1
x_pipe4_transbord_client15_d3;0
y_pipe4_transbord_client15_d3;0
x_pipe4_transbord_client15_d4;0
y_pipe4_transbord_client15_d4;0
x_pipe5_transbord_client1_d1;0
y_pipe5_transbord_client1_d1;1
x_pipe5_transbord_client1_d3;0
y_pipe5_transbord_client1_d3;0
x_pipe5_transbord_client1_d4;0
y_pipe5_transbord_client1_d4;0
x_pipe5_transbord_client2_d1;0
y_pipe5_transbord_client2_d1;1
x_pipe5_transbord_client2_d3;0
y_pipe5_transbord_client2_d3;0
x_pipe5_transbord_client2_d4;0
y_pipe5_transbord_client2_d4;0
x_pipe5_transbord_client3_d1;0
y_pipe5_transbord_client3_d1;1
x_pipe5_transbord_client3_d3;0
y_pipe5_transbord_client3_d3;0
x_pipe5_transbord_client3_d4;0
y_pipe5_transbord_client3_d4;0
x_pipe5_transbord_client4_d1;0
y_pipe5_transbord_client4_d1;1
x_pipe5_transbord_client4_d3;0
y_pipe5_transbord_client4_d3;0
x_pipe5_transbord_client4_d4;0
y_pipe5_transbord_client4_d4;0
x_pipe5_transbord_client5_d1;0
y_pipe5_transbord_client5_d1;1
x_pipe5_transbord_client5_d3;0
y_pipe5_transbord_client5_d3;0
x_pipe5_transbord_client5_d4;0
y_pipe5_transbord_client5_d4;0
x_pipe5_transbord_client6_d1;0
y_pipe5_transbord_client6_d1;1
x_pipe5_transbord_client6_d3;0
y_pipe5_transbord_client6_d3;0
x_pipe5_transbord_client6_d4;0
y_pipe5_transbord_client6_d4;0
x_pipe5_transbord_client7_d1;0
y_pipe5_transbord_client7_d1;1
x_pipe5_transbord_client7_d3;0
y_pipe5_transbord_client7_d3;0
x_pipe5_transbord_client7_d4;0
y_pipe5_transbord_client7_d4;0
x_pipe5_transbord_client8_d1;0
y_pipe5_transbord_client8_d1;1
x_pipe5_transbord_client8_d3;0
y_pipe5_transbord_client8_d3;0
x_pipe5_transbord_client8_d4;0
y_pipe5_transbord_client8_d4;0
x_pipe5_transbord_client9_d1;86,45
y_pipe5_transbord_client9_d1;1
x_pipe5_transbord_client9_d3;0
y_pipe5_transbord_client9_d3;0
x_pipe5_transbord_client9_d4;0
y_pipe5_transbord_client9_d4;0
x_pipe5_transbord_client10_d1;0
y_pipe5_transbord_client10_d1;1
x_pipe5_transbord_client10_d3;0
y_pipe5_transbord_client10_d3;0
x_pipe5_transbord_client10_d4;0
y_pipe5_transbord_client10_d4;0
x_pipe5_transbord_client11_d1;0
y_pipe5_transbord_client11_d1;1
x_pipe5_transbord_client11_d3;0
y_pipe5_transbord_client11_d3;0
x_pipe5_transbord_client11_d4;0
y_pipe5_transbord_client11_d4;0
x_pipe5_transbord_client12_d1;0
y_pipe5_transbord_client12_d1;1
x_pipe5_transbord_client12_d3;0
y_pipe5_transbord_client12_d3;0
x_pipe5_transbord_client12_d4;0
y_pipe5_transbord_client12_d4;0
x_pipe5_transbord_client13_d1;0
y_pipe5_transbord_client13_d1;1
x_pipe5_transbord_client13_d3;0
y_pipe5_transbord_client13_d3;0
x_pipe5_transbord_client13_d4;0
y_pipe5_transbord_client13_d4;0
x_pipe5_transbord_client14_d1;0
y_pipe5_transbord_client14_d1;1
x_pipe5_transbord_client14_d3;0
y_pipe5_transbord_client14_d3;0
x_pipe5_transbord_client14_d4;0
y_pipe5_transbord_client14_d4;0
x_pipe5_transbord_client15_d1;0
y_pipe5_transbord_client15_d1;1
x_pipe5_transbord_client15_d3;0
y_pipe5_transbord_client15_d3;0
x_pipe5_transbord_client15_d4;0
y_pipe5_transbord_client15_d4;0
x_pipe6_transbord_client1_d1;0
y_pipe6_transbord_client1_d1;1
x_pipe6_transbord_client1_d3;0
y_pipe6_transbord_client1_d3;0
x_pipe6_transbord_client1_d4;0
y_pipe6_transbord_client1_d4;0
x_pipe6_transbord_client2_d1;182,94
y_pipe6_transbord_client2_d1;1
x_pipe6_transbord_client2_d3;0
y_pipe6_transbord_client2_d3;0
x_pipe6_transbord_client2_d4;0
y_pipe6_transbord_client2_d4;0
x_pipe6_transbord_client3_d1;0
y_pipe6_transbord_client3_d1;1
x_pipe6_transbord_client3_d3;0
y_pipe6_transbord_client3_d3;0
x_pipe6_transbord_client3_d4;0
y_pipe6_transbord_client3_d4;0
x_pipe6_transbord_client4_d1;0
y_pipe6_transbord_client4_d1;1
x_pipe6_transbord_client4_d3;0
y_pipe6_transbord_client4_d3;0
x_pipe6_transbord_client4_d4;0
y_pipe6_transbord_client4_d4;0
x_pipe6_transbord_client5_d1;0
y_pipe6_transbord_client5_d1;1
x_pipe6_transbord_client5_d3;0
y_pipe6_transbord_client5_d3;0
x_pipe6_transbord_client5_d4;0
y_pipe6_transbord_client5_d4;0
x_pipe6_transbord_client6_d1;0
y_pipe6_transbord_client6_d1;1
x_pipe6_transbord_client6_d3;0
y_pipe6_transbord_client6_d3;0
x_pipe6_transbord_client6_d4;0
y_pipe6_transbord_client6_d4;0
x_pipe6_transbord_client7_d1;0
y_pipe6_transbord_client7_d1;1
x_pipe6_transbord_client7_d3;0
y_pipe6_transbord_client7_d3;0
x_pipe6_transbord_client7_d4;0
y_pipe6_transbord_client7_d4;0
x_pipe6_transbord_client8_d1;201,08
y_pipe6_transbord_client8_d1;1
x_pipe6_transbord_client8_d3;0
y_pipe6_transbord_client8_d3;0
x_pipe6_transbord_client8_d4;0
y_pipe6_transbord_client8_d4;0
x_pipe6_transbord_client9_d1;0
y_pipe6_transbord_client9_d1;1
x_pipe6_transbord_client9_d3;0
y_pipe6_transbord_client9_d3;0
x_pipe6_transbord_client9_d4;0
y_pipe6_transbord_client9_d4;0
x_pipe6_transbord_client10_d1;0
y_pipe6_transbord_client10_d1;1
x_pipe6_transbord_client10_d3;0
y_pipe6_transbord_client10_d3;0
x_pipe6_transbord_client10_d4;0
y_pipe6_transbord_client10_d4;0
x_pipe6_transbord_client11_d1;0
y_pipe6_transbord_client11_d1;1
x_pipe6_transbord_client11_d3;0
y_pipe6_transbord_client11_d3;0
x_pipe6_transbord_client11_d4;0
y_pipe6_transbord_client11_d4;0
x_pipe6_transbord_client12_d1;0
y_pipe6_transbord_client12_d1;1
x_pipe6_transbord_client12_d3;0
y_pipe6_transbord_client12_d3;0
x_pipe6_transbord_client12_d4;0
y_pipe6_transbord_client12_d4;0
x_pipe6_transbord_client13_d1;0
y_pipe6_transbord_client13_d1;1
x_pipe6_transbord_client13_d3;0
y_pipe6_transbord_client13_d3;0
x_pipe6_transbord_client13_d4;0
y_pipe6_transbord_client13_d4;0
x_pipe6_transbord_client14_d1;0
y_pipe6_transbord_client14_d1;1
x_pipe6_transbord_client14_d3;0
y_pipe6_transbord_client14_d3;0
x_pipe6_transbord_client14_d4;0
y_pipe6_transbord_client14_d4;0
x_pipe6_transbord_client15_d1;0
y_pipe6_transbord_client15_d1;1
x_pipe6_transbord_client15_d3;0
y_pipe6_transbord_client15_d3;0
x_pipe6_transbord_client15_d4;0
y_pipe6_transbord_client15_d4;0
x_pipe7_transbord_client1_d1;0
y_pipe7_transbord_client1_d1;1
x_pipe7_transbord_client1_d3;0
y_pipe7_transbord_client1_d3;0
x_pipe7_transbord_client1_d4;0
y_pipe7_transbord_client1_d4;0
x_pipe7_transbord_client2_d1;0
y_pipe7_transbord_client2_d1;1
x_pipe7_transbord_client2_d3;0
y_pipe7_transbord_client2_d3;0
x_pipe7_transbord_client2_d4;0
y_pipe7_transbord_client2_d4;0
x_pipe7_transbord_client3_d1;0
y_pipe7_transbord_client3_d1;1
x_pipe7_transbord_client3_d3;0
y_pipe7_transbord_client3_d3;0
x_pipe7_transbord_client3_d4;0
y_pipe7_transbord_client3_d4;0
x_pipe7_transbord_client4_d1;0
y_pipe7_transbord_client4_d1;1
x_pipe7_transbord_client4_d3;0
y_pipe7_transbord_client4_d3;0
x_pipe7_transbord_client4_d4;0
y_pipe7_transbord_client4_d4;0
x_pipe7_transbord_client5_d1;0
y_pipe7_transbord_client5_d1;1
x_pipe7_transbord_client5_d3;0
y_pipe7_transbord_client5_d3;0
x_pipe7_transbord_client5_d4;0
y_pipe7_transbord_client5_d4;0
x_pipe7_transbord_client6_d1;11,0999999999999
y_pipe7_transbord_client6_d1;1
x_pipe7_transbord_client6_d3;0
y_pipe7_transbord_client6_d3;0
x_pipe7_transbord_client6_d4;0
y_pipe7_transbord_client6_d4;0
x_pipe7_transbord_client7_d1;0
y_pipe7_transbord_client7_d1;1
x_pipe7_transbord_client7_d3;0
y_pipe7_transbord_client7_d3;0
x_pipe7_transbord_client7_d4;0
y_pipe7_transbord_client7_d4;0
x_pipe7_transbord_client8_d1;0
y_pipe7_transbord_client8_d1;1
x_pipe7_transbord_client8_d3;0
y_pipe7_transbord_client8_d3;0
x_pipe7_transbord_client8_d4;0
y_pipe7_transbord_client8_d4;0
x_pipe7_transbord_client9_d1;0
y_pipe7_transbord_client9_d1;1
x_pipe7_transbord_client9_d3;0
y_pipe7_transbord_client9_d3;0
x_pipe7_transbord_client9_d4;0
y_pipe7_transbord_client9_d4;0
x_pipe7_transbord_client10_d1;222,6
y_pipe7_transbord_client10_d1;1
x_pipe7_transbord_client10_d3;0
y_pipe7_transbord_client10_d3;0
x_pipe7_transbord_client10_d4;0
y_pipe7_transbord_client10_d4;0
x_pipe7_transbord_client11_d1;0
y_pipe7_transbord_client11_d1;1
x_pipe7_transbord_client11_d3;0
y_pipe7_transbord_client11_d3;0
x_pipe7_transbord_client11_d4;0
y_pipe7_transbord_client11_d4;0
x_pipe7_transbord_client12_d1;0
y_pipe7_transbord_client12_d1;1
x_pipe7_transbord_client12_d3;0
y_pipe7_transbord_client12_d3;0
x_pipe7_transbord_client12_d4;0
y_pipe7_transbord_client12_d4;0
x_pipe7_transbord_client13_d1;0
y_pipe7_transbord_client13_d1;1
x_pipe7_transbord_client13_d3;0
y_pipe7_transbord_client13_d3;0
x_pipe7_transbord_client13_d4;0
y_pipe7_transbord_client13_d4;0
x_pipe7_transbord_client14_d1;0
y_pipe7_transbord_client14_d1;1
x_pipe7_transbord_client14_d3;0
y_pipe7_transbord_client14_d3;0
x_pipe7_transbord_client14_d4;0
y_pipe7_transbord_client14_d4;0
x_pipe7_transbord_client15_d1;0
y_pipe7_transbord_client15_d1;1
x_pipe7_transbord_client15_d3;0
y_pipe7_transbord_client15_d3;0
x_pipe7_transbord_client15_d4;0
y_pipe7_transbord_client15_d4;0
x_pipe8_transbord_client1_d1;0
y_pipe8_transbord_client1_d1;1
x_pipe8_transbord_client1_d3;0
y_pipe8_transbord_client1_d3;0
x_pipe8_transbord_client1_d4;0
y_pipe8_transbord_client1_d4;0
x_pipe8_transbord_client2_d1;0
y_pipe8_transbord_client2_d1;1
x_pipe8_transbord_client2_d3;0
y_pipe8_transbord_client2_d3;0
x_pipe8_transbord_client2_d4;0
y_pipe8_transbord_client2_d4;0
x_pipe8_transbord_client3_d1;0
y_pipe8_transbord_client3_d1;1
x_pipe8_transbord_client3_d3;0
y_pipe8_transbord_client3_d3;0
x_pipe8_transbord_client3_d4;0
y_pipe8_transbord_client3_d4;0
x_pipe8_transbord_client4_d1;0
y_pipe8_transbord_client4_d1;1
x_pipe8_transbord_client4_d3;0
y_pipe8_transbord_client4_d3;0
x_pipe8_transbord_client4_d4;0
y_pipe8_transbord_client4_d4;0
x_pipe8_transbord_client5_d1;0
y_pipe8_transbord_client5_d1;1
x_pipe8_transbord_client5_d3;0
y_pipe8_transbord_client5_d3;0
x_pipe8_transbord_client5_d4;0
y_pipe8_transbord_client5_d4;0
x_pipe8_transbord_client6_d1;0
y_pipe8_transbord_client6_d1;1
x_pipe8_transbord_client6_d3;0
y_pipe8_transbord_client6_d3;0
x_pipe8_transbord_client6_d4;0
y_pipe8_transbord_client6_d4;0
x_pipe8_transbord_client7_d1;0
y_pipe8_transbord_client7_d1;1
x_pipe8_transbord_client7_d3;0
y_pipe8_transbord_client7_d3;0
x_pipe8_transbord_client7_d4;0
y_pipe8_transbord_client7_d4;0
x_pipe8_transbord_client8_d1;0
y_pipe8_transbord_client8_d1;1
x_pipe8_transbord_client8_d3;0
y_pipe8_transbord_client8_d3;0
x_pipe8_transbord_client8_d4;0
y_pipe8_transbord_client8_d4;0
x_pipe8_transbord_client9_d1;0
y_pipe8_transbord_client9_d1;1
x_pipe8_transbord_client9_d3;0
y_pipe8_transbord_client9_d3;0
x_pipe8_transbord_client9_d4;0
y_pipe8_transbord_client9_d4;0
x_pipe8_transbord_client10_d1;0
y_pipe8_transbord_client10_d1;1
x_pipe8_transbord_client10_d3;0
y_pipe8_transbord_client10_d3;0
x_pipe8_transbord_client10_d4;0
y_pipe8_transbord_client10_d4;0
x_pipe8_transbord_client11_d1;0
y_pipe8_transbord_client11_d1;1
x_pipe8_transbord_client11_d3;0
y_pipe8_transbord_client11_d3;0
x_pipe8_transbord_client11_d4;0
y_pipe8_transbord_client11_d4;0
x_pipe8_transbord_client12_d1;0
y_pipe8_transbord_client12_d1;1
x_pipe8_transbord_client12_d3;0
y_pipe8_transbord_client12_d3;0
x_pipe8_transbord_client12_d4;0
y_pipe8_transbord_client12_d4;0
x_pipe8_transbord_client13_d1;0
y_pipe8_transbord_client13_d1;1
x_pipe8_transbord_client13_d3;0
y_pipe8_transbord_client13_d3;0
x_pipe8_transbord_client13_d4;0
y_pipe8_transbord_client13_d4;0
x_pipe8_transbord_client14_d1;0
y_pipe8_transbord_client14_d1;1
x_pipe8_transbord_client14_d3;0
y_pipe8_transbord_client14_d3;0
x_pipe8_transbord_client14_d4;0
y_pipe8_transbord_client14_d4;0
x_pipe8_transbord_client15_d1;0
y_pipe8_transbord_client15_d1;1
x_pipe8_transbord_client15_d3;0
y_pipe8_transbord_client15_d3;0
x_pipe8_transbord_client15_d4;0
y_pipe8_transbord_client15_d4;0
x_pipe9_transbord_client1_d1;0
y_pipe9_transbord_client1_d1;1
x_pipe9_transbord_client1_d3;0
y_pipe9_transbord_client1_d3;0
x_pipe9_transbord_client1_d4;0
y_pipe9_transbord_client1_d4;0
x_pipe9_transbord_client2_d1;0
y_pipe9_transbord_client2_d1;1
x_pipe9_transbord_client2_d3;0
y_pipe9_transbord_client2_d3;0
x_pipe9_transbord_client2_d4;0
y_pipe9_transbord_client2_d4;0
x_pipe9_transbord_client3_d1;0
y_pipe9_transbord_client3_d1;1
x_pipe9_transbord_client3_d3;0
y_pipe9_transbord_client3_d3;0
x_pipe9_transbord_client3_d4;0
y_pipe9_transbord_client3_d4;0
x_pipe9_transbord_client4_d1;0
y_pipe9_transbord_client4_d1;1
x_pipe9_transbord_client4_d3;0
y_pipe9_transbord_client4_d3;0
x_pipe9_transbord_client4_d4;0
y_pipe9_transbord_client4_d4;0
x_pipe9_transbord_client5_d1;0
y_pipe9_transbord_client5_d1;1
x_pipe9_transbord_client5_d3;0
y_pipe9_transbord_client5_d3;0
x_pipe9_transbord_client5_d4;0
y_pipe9_transbord_client5_d4;0
x_pipe9_transbord_client6_d1;0
y_pipe9_transbord_client6_d1;1
x_pipe9_transbord_client6_d3;0
y_pipe9_transbord_client6_d3;0
x_pipe9_transbord_client6_d4;0
y_pipe9_transbord_client6_d4;0
x_pipe9_transbord_client7_d1;0
y_pipe9_transbord_client7_d1;1
x_pipe9_transbord_client7_d3;0
y_pipe9_transbord_client7_d3;0
x_pipe9_transbord_client7_d4;0
y_pipe9_transbord_client7_d4;0
x_pipe9_transbord_client8_d1;0
y_pipe9_transbord_client8_d1;1
x_pipe9_transbord_client8_d3;0
y_pipe9_transbord_client8_d3;0
x_pipe9_transbord_client8_d4;0
y_pipe9_transbord_client8_d4;0
x_pipe9_transbord_client9_d1;0
y_pipe9_transbord_client9_d1;1
x_pipe9_transbord_client9_d3;0
y_pipe9_transbord_client9_d3;0
x_pipe9_transbord_client9_d4;0
y_pipe9_transbord_client9_d4;0
x_pipe9_transbord_client10_d1;0
y_pipe9_transbord_client10_d1;1
x_pipe9_transbord_client10_d3;0
y_pipe9_transbord_client10_d3;0
x_pipe9_transbord_client10_d4;0
y_pipe9_transbord_client10_d4;0
x_pipe9_transbord_client11_d1;0
y_pipe9_transbord_client11_d1;1
x_pipe9_transbord_client11_d3;0
y_pipe9_transbord_client11_d3;0
x_pipe9_transbord_client11_d4;0
y_pipe9_transbord_client11_d4;0
x_pipe9_transbord_client12_d1;0
y_pipe9_transbord_client12_d1;1
x_pipe9_transbord_client12_d3;0
y_pipe9_transbord_client12_d3;0
x_pipe9_transbord_client12_d4;0
y_pipe9_transbord_client12_d4;0
x_pipe9_transbord_client13_d1;0
y_pipe9_transbord_client13_d1;1
x_pipe9_transbord_client13_d3;0
y_pipe9_transbord_client13_d3;0
x_pipe9_transbord_client13_d4;0
y_pipe9_transbord_client13_d4;0
x_pipe9_transbord_client14_d1;0
y_pipe9_transbord_client14_d1;1
x_pipe9_transbord_client14_d3;0
y_pipe9_transbord_client14_d3;0
x_pipe9_transbord_client14_d4;0
y_pipe9_transbord_client14_d4;0
x_pipe9_transbord_client15_d1;0
y_pipe9_transbord_client15_d1;1
x_pipe9_transbord_client15_d3;0
y_pipe9_transbord_client15_d3;0
x_pipe9_transbord_client15_d4;0
y_pipe9_transbord_client15_d4;0
x_pipe10_transbord_client1_d1;0
y_pipe10_transbord_client1_d1;1
x_pipe10_transbord_client1_d3;0
y_pipe10_transbord_client1_d3;0
x_pipe10_transbord_client1_d4;0
y_pipe10_transbord_client1_d4;0
x_pipe10_transbord_client2_d1;0
y_pipe10_transbord_client2_d1;1
x_pipe10_transbord_client2_d3;0
y_pipe10_transbord_client2_d3;0
x_pipe10_transbord_client2_d4;0
y_pipe10_transbord_client2_d4;0
x_pipe10_transbord_client3_d1;0
y_pipe10_transbord_client3_d1;1
x_pipe10_transbord_client3_d3;0
y_pipe10_transbord_client3_d3;0
x_pipe10_transbord_client3_d4;0
y_pipe10_transbord_client3_d4;0
x_pipe10_transbord_client4_d1;0
y_pipe10_transbord_client4_d1;1
x_pipe10_transbord_client4_d3;0
y_pipe10_transbord_client4_d3;0
x_pipe10_transbord_client4_d4;0
y_pipe10_transbord_client4_d4;0
x_pipe10_transbord_client5_d1;0
y_pipe10_transbord_client5_d1;1
x_pipe10_transbord_client5_d3;0
y_pipe10_transbord_client5_d3;0
x_pipe10_transbord_client5_d4;0
y_pipe10_transbord_client5_d4;0
x_pipe10_transbord_client6_d1;0
y_pipe10_transbord_client6_d1;1
x_pipe10_transbord_client6_d3;0
y_pipe10_transbord_client6_d3;0
x_pipe10_transbord_client6_d4;0
y_pipe10_transbord_client6_d4;0
x_pipe10_transbord_client7_d1;0
y_pipe10_transbord_client7_d1;1
x_pipe10_transbord_client7_d3;0
y_pipe10_transbord_client7_d3;0
x_pipe10_transbord_client7_d4;0
y_pipe10_transbord_client7_d4;0
x_pipe10_transbord_client8_d1;0
y_pipe10_transbord_client8_d1;1
x_pipe10_transbord_client8_d3;0
y_pipe10_transbord_client8_d3;0
x_pipe10_transbord_client8_d4;0
y_pipe10_transbord_client8_d4;0
x_pipe10_transbord_client9_d1;0
y_pipe10_transbord_client9_d1;1
x_pipe10_transbord_client9_d3;0
y_pipe10_transbord_client9_d3;0
x_pipe10_transbord_client9_d4;0
y_pipe10_transbord_client9_d4;0
x_pipe10_transbord_client10_d1;0
y_pipe10_transbord_client10_d1;1
x_pipe10_transbord_client10_d3;0
y_pipe10_transbord_client10_d3;0
x_pipe10_transbord_client10_d4;0
y_pipe10_transbord_client10_d4;0
x_pipe10_transbord_client11_d1;0
y_pipe10_transbord_client11_d1;1
x_pipe10_transbord_client11_d3;0
y_pipe10_transbord_client11_d3;0
x_pipe10_transbord_client11_d4;0
y_pipe10_transbord_client11_d4;0
x_pipe10_transbord_client12_d1;0
y_pipe10_transbord_client12_d1;1
x_pipe10_transbord_client12_d3;0
y_pipe10_transbord_client12_d3;0
x_pipe10_transbord_client12_d4;0
y_pipe10_transbord_client12_d4;0
x_pipe10_transbord_client13_d1;0
y_pipe10_transbord_client13_d1;1
x_pipe10_transbord_client13_d3;0
y_pipe10_transbord_client13_d3;0
x_pipe10_transbord_client13_d4;0
y_pipe10_transbord_client13_d4;0
x_pipe10_transbord_client14_d1;0
y_pipe10_transbord_client14_d1;1
x_pipe10_transbord_client14_d3;0
y_pipe10_transbord_client14_d3;0
x_pipe10_transbord_client14_d4;0
y_pipe10_transbord_client14_d4;0
x_pipe10_transbord_client15_d1;49,43
y_pipe10_transbord_client15_d1;1
x_pipe10_transbord_client15_d3;0
y_pipe10_transbord_client15_d3;0
x_pipe10_transbord_client15_d4;0
y_pipe10_transbord_client15_d4;0
x_pipe11_transbord_client1_d1;0
y_pipe11_transbord_client1_d1;1
x_pipe11_transbord_client1_d3;0
y_pipe11_transbord_client1_d3;0
x_pipe11_transbord_client1_d4;0
y_pipe11_transbord_client1_d4;0
x_pipe11_transbord_client2_d1;0
y_pipe11_transbord_client2_d1;1
x_pipe11_transbord_client2_d3;0
y_pipe11_transbord_client2_d3;0
x_pipe11_transbord_client2_d4;0
y_pipe11_transbord_client2_d4;0
x_pipe11_transbord_client3_d1;0
y_pipe11_transbord_client3_d1;1
x_pipe11_transbord_client3_d3;0
y_pipe11_transbord_client3_d3;0
x_pipe11_transbord_client3_d4;0
y_pipe11_transbord_client3_d4;0
x_pipe11_transbord_client4_d1;0
y_pipe11_transbord_client4_d1;1
x_pipe11_transbord_client4_d3;0
y_pipe11_transbord_client4_d3;0
x_pipe11_transbord_client4_d4;0
y_pipe11_transbord_client4_d4;0
x_pipe11_transbord_client5_d1;209,05
y_pipe11_transbord_client5_d1;1
x_pipe11_transbord_client5_d3;0
y_pipe11_transbord_client5_d3;0
x_pipe11_transbord_client5_d4;0
y_pipe11_transbord_client5_d4;0
x_pipe11_transbord_client6_d1;117,21
y_pipe11_transbord_client6_d1;1
x_pipe11_transbord_client6_d3;0
y_pipe11_transbord_client6_d3;0
x_pipe11_transbord_client6_d4;0
y_pipe11_transbord_client6_d4;0
x_pipe11_transbord_client7_d1;0
y_pipe11_transbord_client7_d1;1
x_pipe11_transbord_client7_d3;0
y_pipe11_transbord_client7_d3;0
x_pipe11_transbord_client7_d4;0
y_pipe11_transbord_client7_d4;0
x_pipe11_transbord_client8_d1;0
y_pipe11_transbord_client8_d1;1
x_pipe11_transbord_client8_d3;0
y_pipe11_transbord_client8_d3;0
x_pipe11_transbord_client8_d4;0
y_pipe11_transbord_client8_d4;0
x_pipe11_transbord_client9_d1;0
y_pipe11_transbord_client9_d1;1
x_pipe11_transbord_client9_d3;0
y_pipe11_transbord_client9_d3;0
x_pipe11_transbord_client9_d4;0
y_pipe11_transbord_client9_d4;0
x_pipe11_transbord_client10_d1;0
y_pipe11_transbord_client10_d1;1
x_pipe11_transbord_client10_d3;0
y_pipe11_transbord_client10_d3;0
x_pipe11_transbord_client10_d4;0
y_pipe11_transbord_client10_d4;0
x_pipe11_transbord_client11_d1;0
y_pipe11_transbord_client11_d1;1
x_pipe11_transbord_client11_d3;0
y_pipe11_transbord_client11_d3;0
x_pipe11_transbord_client11_d4;0
y_pipe11_transbord_client11_d4;0
x_pipe11_transbord_client12_d1;0
y_pipe11_transbord_client12_d1;1
x_pipe11_transbord_client12_d3;0
y_pipe11_transbord_client12_d3;0
x_pipe11_transbord_client12_d4;0
y_pipe11_transbord_client12_d4;0
x_pipe11_transbord_client13_d1;0
y_pipe11_transbord_client13_d1;1
x_pipe11_transbord_client13_d3;0
y_pipe11_transbord_client13_d3;0
x_pipe11_transbord_client13_d4;0
y_pipe11_transbord_client13_d4;0
x_pipe11_transbord_client14_d1;0
y_pipe11_transbord_client14_d1;1
x_pipe11_transbord_client14_d3;0
y_pipe11_transbord_client14_d3;0
x_pipe11_transbord_client14_d4;0
y_pipe11_transbord_client14_d4;0
x_pipe11_transbord_client15_d1;0
y_pipe11_transbord_client15_d1;1
x_pipe11_transbord_client15_d3;0
y_pipe11_transbord_client15_d3;0
x_pipe11_transbord_client15_d4;0
y_pipe11_transbord_client15_d4;0
x_pipe12_transbord_client1_d1;0
y_pipe12_transbord_client1_d1;1
x_pipe12_transbord_client1_d3;0
y_pipe12_transbord_client1_d3;0
x_pipe12_transbord_client1_d4;0
y_pipe12_transbord_client1_d4;0
x_pipe12_transbord_client2_d1;0
y_pipe12_transbord_client2_d1;1
x_pipe12_transbord_client2_d3;0
y_pipe12_transbord_client2_d3;0
x_pipe12_transbord_client2_d4;0
y_pipe12_transbord_client2_d4;0
x_pipe12_transbord_client3_d1;0
y_pipe12_transbord_client3_d1;1
x_pipe12_transbord_client3_d3;0
y_pipe12_transbord_client3_d3;0
x_pipe12_transbord_client3_d4;0
y_pipe12_transbord_client3_d4;0
x_pipe12_transbord_client4_d1;0
y_pipe12_transbord_client4_d1;1
x_pipe12_transbord_client4_d3;0
y_pipe12_transbord_client4_d3;0
x_pipe12_transbord_client4_d4;0
y_pipe12_transbord_client4_d4;0
x_pipe12_transbord_client5_d1;0
y_pipe12_transbord_client5_d1;1
x_pipe12_transbord_client5_d3;0
y_pipe12_transbord_client5_d3;0
x_pipe12_transbord_client5_d4;0
y_pipe12_transbord_client5_d4;0
x_pipe12_transbord_client6_d1;0
y_pipe12_transbord_client6_d1;1
x_pipe12_transbord_client6_d3;0
y_pipe12_transbord_client6_d3;0
x_pipe12_transbord_client6_d4;0
y_pipe12_transbord_client6_d4;0
x_pipe12_transbord_client7_d1;0
y_pipe12_transbord_client7_d1;1
x_pipe12_transbord_client7_d3;0
y_pipe12_transbord_client7_d3;0
x_pipe12_transbord_client7_d4;0
y_pipe12_transbord_client7_d4;0
x_pipe12_transbord_client8_d1;0
y_pipe12_transbord_client8_d1;1
x_pipe12_transbord_client8_d3;0
y_pipe12_transbord_client8_d3;0
x_pipe12_transbord_client8_d4;0
y_pipe12_transbord_client8_d4;0
x_pipe12_transbord_client9_d1;0
y_pipe12_transbord_client9_d1;1
x_pipe12_transbord_client9_d3;0
y_pipe12_transbord_client9_d3;0
x_pipe12_transbord_client9_d4;0
y_pipe12_transbord_client9_d4;0
x_pipe12_transbord_client10_d1;0
y_pipe12_transbord_client10_d1;1
x_pipe12_transbord_client10_d3;0
y_pipe12_transbord_client10_d3;0
x_pipe12_transbord_client10_d4;0
y_pipe12_transbord_client10_d4;0
x_pipe12_transbord_client11_d1;0
y_pipe12_transbord_client11_d1;1
x_pipe12_transbord_client11_d3;0
y_pipe12_transbord_client11_d3;0
x_pipe12_transbord_client11_d4;0
y_pipe12_transbord_client11_d4;0
x_pipe12_transbord_client12_d1;0
y_pipe12_transbord_client12_d1;1
x_pipe12_transbord_client12_d3;0
y_pipe12_transbord_client12_d3;0
x_pipe12_transbord_client12_d4;0
y_pipe12_transbord_client12_d4;0
x_pipe12_transbord_client13_d1;0
y_pipe12_transbord_client13_d1;1
x_pipe12_transbord_client13_d3;0
y_pipe12_transbord_client13_d3;0
x_pipe12_transbord_client13_d4;0
y_pipe12_transbord_client13_d4;0
x_pipe12_transbord_client14_d1;0
y_pipe12_transbord_client14_d1;1
x_pipe12_transbord_client14_d3;0
y_pipe12_transbord_client14_d3;0
x_pipe12_transbord_client14_d4;0
y_pipe12_transbord_client14_d4;0
x_pipe12_transbord_client15_d1;0
y_pipe12_transbord_client15_d1;1
x_pipe12_transbord_client15_d3;0
y_pipe12_transbord_client15_d3;0
x_pipe12_transbord_client15_d4;0
y_pipe12_transbord_client15_d4;0
x_pipe13_transbord_client1_d1;0
y_pipe13_transbord_client1_d1;1
